BJD,FLUX,ERRFLUX,AIRMASS,SKY
    389.083259, 1.000709, 0.001234, 1.165,  102.
    389.083354, 1.002156, 0.001237, 1.165,  102.
    389.083450, 0.999046, 0.001234, 1.165,  100.
    389.083546, 1.001591, 0.001239, 1.165,   99.
    389.083641, 0.999739, 0.001236, 1.165,  101.
    389.083737, 0.999253, 0.001236, 1.165,  101.
    389.083833, 1.000534, 0.001234, 1.165,  101.
    389.083928, 1.001383, 0.001237, 1.165,  102.
    389.084023, 0.998192, 0.001237, 1.166,  102.
    389.084119, 1.004132, 0.001238, 1.166,  100.
    389.084214, 1.005037, 0.001243, 1.166,  102.
    389.084310, 0.998609, 0.001234, 1.166,  102.
    389.084405, 0.998751, 0.001239, 1.166,  102.
    389.084500, 0.998590, 0.001236, 1.166,  102.
    389.084596, 0.997217, 0.001234, 1.166,  104.
    389.084691, 1.000267, 0.001238, 1.166,  101.
    389.084787, 0.997060, 0.001235, 1.166,  102.
    389.084882, 0.997095, 0.001231, 1.167,   99.
    389.084978, 1.001772, 0.001240, 1.167,  103.
    389.085073, 1.001417, 0.001239, 1.167,  102.
    389.085169, 0.996268, 0.001232, 1.167,  101.
    389.085264, 1.002894, 0.001245, 1.167,  100.
    389.085360, 0.998417, 0.001238, 1.167,  100.
    389.085456, 1.000001, 0.001239, 1.167,  100.
    389.085551, 0.998314, 0.001237, 1.167,  100.
    389.085647, 1.002439, 0.001241, 1.167,  100.
    389.085742, 1.001628, 0.001235, 1.168,  100.
    389.085838, 1.001070, 0.001236, 1.168,  100.
    389.085933, 1.000974, 0.001237, 1.168,   99.
    389.086029, 1.001506, 0.001240, 1.168,   99.
    389.086125, 0.998609, 0.001249, 1.168,   98.
    389.086220, 0.999104, 0.001265, 1.168,   99.
    389.086316, 1.002191, 0.001263, 1.168,  100.
    389.086412, 0.999820, 0.001272, 1.168,   99.
    389.086507, 1.000688, 0.001304, 1.168,  100.
    389.086603, 0.996134, 0.001379, 1.168,   99.
    389.086698, 0.998897, 0.001331, 1.169,   99.
    389.086793, 1.000258, 0.001260, 1.169,   99.
    389.086890, 0.999937, 0.001255, 1.169,  101.
    389.086985, 0.996815, 0.001279, 1.169,  100.
    389.087081, 0.999926, 0.001304, 1.169,  100.
    389.087176, 0.998921, 0.001286, 1.169,  101.
    389.087272, 1.000749, 0.001260, 1.169,   99.
    389.087368, 1.003072, 0.001246, 1.169,  102.
    389.087463, 1.003110, 0.001245, 1.169,   99.
    389.087559, 1.002449, 0.001249, 1.170,   99.
    389.087654, 1.003845, 0.001248, 1.170,   98.
    389.087750, 0.999406, 0.001243, 1.170,   96.
    389.087845, 1.001536, 0.001249, 1.170,   99.
    389.087941, 1.002440, 0.001252, 1.170,   99.
    389.088037, 1.001757, 0.001258, 1.170,   97.
    389.088132, 0.997779, 0.001254, 1.170,  100.
    389.088228, 0.999076, 0.001256, 1.170,   98.
    389.088324, 0.996723, 0.001254, 1.170,   98.
    389.088420, 1.000288, 0.001259, 1.171,   96.
    389.088515, 1.001124, 0.001260, 1.171,   96.
    389.088611, 0.999727, 0.001274, 1.171,   97.
    389.088706, 0.997759, 0.001274, 1.171,   97.
    389.088801, 0.999523, 0.001259, 1.171,   95.
    389.088897, 0.999725, 0.001260, 1.171,   96.
    389.088992, 0.998578, 0.001279, 1.171,   95.
    389.089088, 1.002627, 0.001275, 1.171,   95.
    389.089183, 1.002511, 0.001284, 1.171,   96.
    389.089279, 0.995329, 0.001273, 1.172,   95.
    389.089375, 0.999832, 0.001267, 1.172,   95.
    389.089470, 1.000143, 0.001270, 1.172,   92.
    389.089566, 1.000434, 0.001273, 1.172,   97.
    389.089662, 0.997579, 0.001265, 1.172,   93.
